class,filename,height,width,xmax,xmin,ymax,ymin
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,504.0,472.0,1072.0,1028.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,1240.0,1195.0,172.0,109.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,72.0,42.0,426.0,392.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,1478.0,1430.0,363.0,300.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,1685.0,1654.0,339.0,308.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,165.0,122.0,229.0,157.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,313.0,268.0,1030.0,988.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,1042.0,1005.0,142.0,103.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,1429.0,1390.0,1044.0,1001.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,704.0,663.0,683.0,642.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,913.0,881.0,936.0,902.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,63.0,44.0,293.0,264.0
plastic,Grogol_Location_2_2018-05-11 13-00-00-05_cam2.jpg,1080,1920,1550.0,1504.0,777.0,722.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,739.0,660.0,648.0,570.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,296.0,251.0,670.0,613.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1062.0,1012.0,165.0,111.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,435.0,366.0,899.0,832.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1418.0,1370.0,448.0,392.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,718.0,685.0,836.0,795.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1626.0,1586.0,208.0,164.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1110.0,1062.0,387.0,338.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,121.0,82.0,188.0,121.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1558.0,1528.0,868.0,840.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1031.0,975.0,1058.0,1008.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,587.0,554.0,343.0,287.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,799.0,762.0,966.0,930.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1473.0,1424.0,313.0,245.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,597.0,572.0,974.0,944.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1411.0,1380.0,808.0,763.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,671.0,634.0,266.0,220.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,797.0,763.0,878.0,841.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,121.0,96.0,813.0,771.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1343.0,1300.0,404.0,348.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,698.0,657.0,374.0,334.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,1287.0,1265.0,745.0,707.0
plastic,Grogol_Location_2_2018-05-11 13-45-00-05_cam2.jpg,1080,1920,413.0,383.0,674.0,630.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,321.0,283.0,568.0,512.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1266.0,1206.0,406.0,333.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1530.0,1472.0,512.0,438.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1604.0,1559.0,355.0,293.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1053.0,1018.0,1073.0,1040.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1641.0,1599.0,200.0,140.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,854.0,783.0,572.0,510.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,486.0,437.0,277.0,217.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1889.0,1849.0,392.0,352.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,847.0,810.0,66.0,28.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,237.0,202.0,957.0,906.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1175.0,1134.0,660.0,622.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,932.0,874.0,578.0,504.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,336.0,286.0,758.0,704.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1801.0,1770.0,624.0,588.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,765.0,730.0,146.0,103.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,103.0,74.0,702.0,653.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1464.0,1421.0,1017.0,977.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,258.0,226.0,612.0,559.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,991.0,950.0,830.0,796.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,817.0,781.0,116.0,79.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,249.0,216.0,903.0,854.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1758.0,1698.0,327.0,244.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,710.0,608.0,470.0,402.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1594.0,1561.0,272.0,222.0
plastic,Grogol_Location_2_2018-05-11 14-15-00-05_cam2.jpg,1080,1920,1253.0,1211.0,749.0,705.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,1135.0,1077.0,601.0,531.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,1044.0,989.0,691.0,624.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,659.0,616.0,430.0,378.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,1680.0,1654.0,598.0,571.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,500.0,418.0,1074.0,994.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,1593.0,1520.0,710.0,642.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,1812.0,1760.0,937.0,869.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,600.0,558.0,732.0,688.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,1822.0,1797.0,689.0,660.0
plastic,Grogol_Location_2_2018-05-11 15-30-00-05_cam2.jpg,1080,1920,134.0,103.0,1067.0,1032.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1632.0,1589.0,656.0,603.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,287.0,247.0,995.0,953.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,185.0,146.0,836.0,780.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,192.0,157.0,1043.0,993.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,744.0,668.0,124.0,56.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1664.0,1608.0,212.0,162.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,522.0,474.0,301.0,231.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,325.0,274.0,239.0,175.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1030.0,960.0,101.0,36.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,445.0,385.0,214.0,149.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,458.0,409.0,469.0,427.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1039.0,927.0,224.0,138.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,567.0,536.0,138.0,92.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,433.0,400.0,1074.0,1040.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,270.0,235.0,276.0,230.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1645.0,1591.0,937.0,891.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,205.0,179.0,192.0,162.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1366.0,1314.0,949.0,896.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1127.0,1052.0,375.0,288.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1098.0,1046.0,961.0,921.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,313.0,273.0,922.0,881.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,968.0,934.0,359.0,307.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1453.0,1387.0,329.0,284.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,1170.0,1130.0,419.0,373.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,798.0,771.0,476.0,440.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,928.0,894.0,762.0,720.0
plastic,Grogol_Location_2_2018-05-12 12-15-00-05_cam2.jpg,1080,1920,50.0,23.0,329.0,291.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,396.0,343.0,902.0,842.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1290.0,1214.0,963.0,894.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1153.0,1110.0,367.0,314.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,919.0,868.0,973.0,932.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,146.0,110.0,373.0,315.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1369.0,1303.0,851.0,788.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1678.0,1641.0,611.0,571.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,217.0,184.0,1007.0,966.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,950.0,896.0,324.0,267.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1693.0,1667.0,747.0,711.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,611.0,575.0,1037.0,979.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,659.0,596.0,686.0,633.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,709.0,644.0,822.0,758.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,504.0,469.0,1075.0,1045.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,561.0,501.0,751.0,695.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,959.0,906.0,248.0,200.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,372.0,339.0,144.0,107.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1583.0,1529.0,735.0,674.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,781.0,726.0,561.0,516.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,832.0,780.0,1013.0,974.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1099.0,1051.0,118.0,63.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,376.0,350.0,197.0,164.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1197.0,1167.0,864.0,832.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,151.0,130.0,872.0,845.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,142.0,93.0,300.0,254.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1568.0,1543.0,974.0,944.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,836.0,754.0,137.0,74.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,48.0,31.0,532.0,502.0
plastic,Grogol_Location_2_2018-05-12 13-00-00-05_cam2.jpg,1080,1920,1592.0,1556.0,1079.0,1053.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,292.0,235.0,396.0,315.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,619.0,551.0,1158.0,1079.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,1204.0,1136.0,420.0,359.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,2057.0,1934.0,1025.0,886.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,1461.0,1391.0,323.0,271.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,908.0,850.0,1227.0,1177.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,1073.0,953.0,1240.0,1172.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,412.0,338.0,1325.0,1236.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,2292.0,2189.0,1319.0,1189.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,1200.0,1145.0,329.0,282.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,2436.0,2399.0,1081.0,990.0
plastic,Grogol_Location_3_2018-04-30 16-30-00-05_cam8.jpg,1440,2560,1547.0,1500.0,1125.0,1039.0
plastic,Grogol_Location_3_2018-05-02 09-00-00-05_cam8.jpg,1080,1920,1557.0,1495.0,469.0,438.0
plastic,Grogol_Location_3_2018-05-02 09-00-00-05_cam8.jpg,1080,1920,1380.0,1269.0,619.0,500.0
plastic,Grogol_Location_3_2018-05-02 09-00-00-05_cam8.jpg,1080,1920,1636.0,1606.0,969.0,942.0
plastic,Grogol_Location_3_2018-05-02 09-00-00-05_cam8.jpg,1080,1920,416.0,388.0,313.0,266.0
plastic,Grogol_Location_3_2018-05-02 09-00-00-05_cam8.jpg,1080,1920,1396.0,1316.0,542.0,481.0
plastic,Grogol_Location_3_2018-05-02 09-00-00-05_cam8.jpg,1080,1920,810.0,784.0,455.0,420.0
plastic,Grogol_Location_3_2018-05-02 09-15-00-05_cam8.jpg,1080,1920,1814.0,1773.0,515.0,471.0
plastic,Grogol_Location_3_2018-05-02 09-15-00-05_cam8.jpg,1080,1920,652.0,619.0,859.0,825.0
plastic,Grogol_Location_3_2018-05-02 09-15-00-05_cam8.jpg,1080,1920,593.0,561.0,421.0,377.0
plastic,Grogol_Location_3_2018-05-02 09-15-00-05_cam8.jpg,1080,1920,1305.0,1270.0,670.0,631.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,708.0,651.0,203.0,114.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,903.0,840.0,572.0,499.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,539.0,490.0,374.0,308.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1823.0,1787.0,781.0,722.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1293.0,1245.0,961.0,907.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,94.0,73.0,821.0,764.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1221.0,1184.0,241.0,207.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,281.0,234.0,482.0,438.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1083.0,1007.0,883.0,824.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,781.0,736.0,367.0,311.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,197.0,164.0,478.0,428.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,931.0,892.0,813.0,774.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1102.0,1054.0,444.0,385.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1069.0,1025.0,934.0,909.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,1789.0,1755.0,965.0,929.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,950.0,903.0,757.0,696.0
plastic,Grogol_Location_3_2018-05-02 11-30-00-05_cam8.jpg,1080,1920,297.0,254.0,956.0,912.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,335.0,289.0,588.0,522.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,1082.0,1035.0,774.0,739.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,577.0,547.0,623.0,598.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,1442.0,1408.0,1019.0,992.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,1915.0,1880.0,811.0,770.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,1562.0,1505.0,729.0,658.0
plastic,Grogol_Location_3_2018-05-03 13-45-00-05_cam8.jpg,1080,1920,489.0,451.0,856.0,819.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,603.0,563.0,605.0,570.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,1417.0,1387.0,338.0,296.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,1637.0,1610.0,725.0,696.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,1436.0,1375.0,985.0,952.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,1329.0,1302.0,663.0,633.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,658.0,612.0,985.0,950.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,1348.0,1321.0,816.0,784.0
plastic,Grogol_Location_3_2018-05-03 14-00-00-05_cam8.jpg,1080,1920,435.0,407.0,518.0,484.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1281.0,1223.0,844.0,782.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1337.0,1270.0,187.0,131.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1821.0,1788.0,475.0,435.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1292.0,1248.0,655.0,622.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,359.0,316.0,904.0,859.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1778.0,1746.0,868.0,820.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,258.0,216.0,1006.0,939.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,821.0,786.0,902.0,871.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1760.0,1734.0,1036.0,989.0
plastic,Grogol_Location_3_2018-05-03 14-15-00-05_cam8.jpg,1080,1920,1004.0,973.0,797.0,769.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,205.0,165.0,735.0,669.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,616.0,537.0,962.0,896.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1623.0,1582.0,360.0,311.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,958.0,853.0,886.0,800.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,278.0,236.0,1074.0,1032.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1333.0,1274.0,905.0,854.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1600.0,1562.0,597.0,543.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1444.0,1390.0,504.0,455.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1345.0,1308.0,607.0,576.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,518.0,484.0,660.0,621.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1638.0,1616.0,262.0,214.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1337.0,1310.0,677.0,639.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1382.0,1343.0,410.0,370.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1356.0,1308.0,364.0,319.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1144.0,1117.0,644.0,605.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,174.0,149.0,592.0,527.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,117.0,91.0,924.0,890.0
plastic,Grogol_Location_3_2018-05-03 15-30-00-05_cam8.jpg,1080,1920,1569.0,1547.0,768.0,744.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,1678.0,1637.0,373.0,296.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,469.0,422.0,982.0,928.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,1363.0,1328.0,504.0,456.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,595.0,542.0,735.0,669.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,1098.0,1051.0,636.0,589.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,545.0,478.0,688.0,593.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,1457.0,1428.0,349.0,303.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,1597.0,1559.0,517.0,460.0
plastic,Grogol_Location_3_2018-05-04 12-15-00-05_cam7.jpg,1080,1920,1603.0,1561.0,781.0,725.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,830.0,765.0,731.0,673.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,763.0,719.0,790.0,739.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,657.0,593.0,963.0,923.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,53.0,26.0,382.0,332.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,1850.0,1810.0,698.0,669.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,1714.0,1687.0,944.0,916.0
plastic,Grogol_Location_3_2018-05-04 12-45-00-05_cam7.jpg,1080,1920,1903.0,1879.0,462.0,427.0
plastic,Grogol_Location_3_2018-05-04 13-45-00-05_cam7.jpg,1080,1920,566.0,484.0,837.0,792.0
plastic,Grogol_Location_3_2018-05-04 13-45-00-05_cam7.jpg,1080,1920,1599.0,1550.0,709.0,667.0
plastic,Grogol_Location_3_2018-05-04 13-45-00-05_cam7.jpg,1080,1920,1287.0,1222.0,1054.0,1027.0
plastic,Grogol_Location_3_2018-05-04 13-45-00-05_cam7.jpg,1080,1920,1140.0,1099.0,1005.0,972.0
plastic,Grogol_Location_3_2018-05-04 13-45-00-05_cam7.jpg,1080,1920,147.0,107.0,464.0,411.0
plastic,Grogol_Location_3_2018-05-04 13-45-00-05_cam7.jpg,1080,1920,610.0,582.0,787.0,760.0
